card_name,product_id,set_code,set_name,rarity,product_line
Obnoxious Celtic Guard,24526,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Command Knight,24527,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Marauding Captain,24528,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Exiled Force,24529,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
D.D. Warrior Lady,24530,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Mystic Swordsman LV2,24532,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Mystic Swordsman LV4,24533,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Ninja Grandmaster Sasuke,24534,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Gearfried the Swordmaster,24535,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Armed Samurai - Ben Kei,24536,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Divine Sword - Phoenix Blade,24537,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Mystical Space Typhoon,24539,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Giant Trunade,24540,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Lightning Blade,24541,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
The Warrior Returning Alive,24544,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Fusion Sword Murasame Blade,24545,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Wicked-Breaking Flamberge - Baou,24546,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Fairy of the Spring,24547,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Reload,24548,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Swords of Concealing Light,24550,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Release Restraint,24551,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Call Of The Haunted,24552,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Magic Jammer,24553,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Blast with Chain,24555,SD5,Structure Deck: Warrior's Triumph,Common,Yu-Gi-Oh
Warrior's Triumph Structure Deck [Unlimited Edition],212814,SD5,Structure Deck: Warrior's Triumph,"",Yu-Gi-Oh
Warrior's Triumph Structure Deck [1st Edition],212815,SD5,Structure Deck: Warrior's Triumph,"",Yu-Gi-Oh
Ojama Yellow,24622,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Ojama Black,24623,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Soul Tiger,24624,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Big Koala,24625,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Des Kangaroo,24626,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Crimson Ninja,24627,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Strike Ninja,24628,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Gale Lizard,24629,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chopman the Desperate Outlaw,24631,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Sasuke Samurai #3,24632,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
D.D. Scout Plane,24633,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Berserk Gorilla,24634,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Freed the Brave Wanderer,24635,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Coach Goblin,24636,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Witch Doctor of Chaos,24637,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaos Necromancer,24638,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaosrider Gustaph,24639,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Inferno,24640,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Fenrir,24641,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Gigantes,24642,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Silpheed,24643,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaos Sorcerer,24644,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Black Luster Soldier - Envoy of the Beginning,24646,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Lekunga,24648,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Bowganian,24650,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Fuhma Shuriken,24652,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Heart of the Underdog,24653,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Wild Nature's Release,24654,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Ojama Delta Hurricane!!,24655,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Stumbling,24656,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaos End,24657,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Yellow Luster Shield,24658,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaos Greed,24659,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
D.D. Designator,24660,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
D.D. Borderline,24661,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Recycle,24662,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Primal Seed,24663,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Thunder Crash,24664,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dimension Distortion,24665,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Reload,24666,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Big Burn,24668,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Blasting the Ruins,24669,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Tower of Babel,24671,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Spatial Collapse,24672,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chain Disappearance,24673,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Zero Gravity,24674,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Energy Drain,24676,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Chaos Emperor Dragon - Envoy of the End,24677,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Giga Gagagigo,24678,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mad Dog of Darkness,24679,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Neo Bug,24680,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Sea Serpent Warrior of Darkness,24681,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Terrorking Salmon,24682,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Blazing Inpachi,24683,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Burning Algae,24684,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Thing in the Crater,24685,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Molten Zombie,24686,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dark Magician of Chaos,24687,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Gora Turtle of Illusion,24688,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Manticore of Darkness,24689,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Stealth Bird,24690,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Sacred Crane,24691,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Enraged Battle Ox,24692,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Don Turtle,24693,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Balloon Lizard,24694,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dark Driceratops,24695,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Hyper Hammerhead,24696,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Black Tyranno,24697,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Anti-Aircraft Flower,24698,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Prickle Fairy,24699,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Pinch Hopper,24700,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Amphibious Bugroth MK-3,24703,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Torpedo Fish,24704,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Levia-Dragon - Daedalus,24705,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Orca Mega-Fortress of Darkness,24706,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Cannonball Spear Shellfish,24707,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mataza the Zapper,24708,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Guardian Angel Joan,24709,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Getsu Fuhma,24711,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Ryu Kokki,24712,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Gryphon's Feather Duster,24713,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Stray Lambs,24714,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Smashing Ground,24715,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dimension Fusion,24716,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Dedication through Light and Darkness,24717,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Salvage,24718,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Ultra Evolution Pill,24719,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Multiplication of Ants,24720,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Earth Chant,24721,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Jade Insect Whistle,24722,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Destruction Ring,24723,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Fiend's Hand Mirror,24724,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
A Hero Emerges,24726,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Self-Destruct Button,24727,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
"Begone, Knave!",24729,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
DNA Transplant,24730,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Trap Jammer,24732,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Gogiga Gagagigo,24734,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Warrior of Zera,24735,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Sealmaster Meisei,24736,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mystical Shine Ball,24737,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Metal Armored Bug,24738,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Agent of Wisdom - Mercury,24740,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Agent of Creation - Venus,24741,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Agent of Force - Mars,24742,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Unhappy Girl,24743,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Soul-Absorbing Bone Tower,24744,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Kick Man,24745,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Vampire Lady,24746,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Stone Statue of the Aztecs,24747,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Rocket Jumper,24748,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Avatar of The Pot,24749,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Legendary Jujitsu Master,24750,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Gear Golem the Moving Fortress,24751,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
KA-2 Des Scissors,24752,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Needle Burrower,24753,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Sonic Jammer,24754,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Blowback Dragon,24755,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Atomic Firefly,24757,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mermaid Knight,24758,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Piranha Army,24759,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Two Thousand Needles,24760,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Disc Fighter,24761,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Arcane Archer of the Forest,24762,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Lady Ninja Yae,24763,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Goblin King,24764,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Solar Flare Dragon,24765,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
White Magician Pikeru,24766,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Archlord Zerato,24767,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Opti-Camouflage Armor,24768,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mystik Wok,24769,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Amplifier,24773,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Weapon Change,24774,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Sanctuary in the Sky,24775,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Earthquake,24776,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Talisman of Trap Sealing,24777,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Goblin Thief,24778,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Backfire,24779,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Micro Ray,24780,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Light of Judgment,24781,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Talisman of Spell Sealing,24782,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Wall of Revealing Light,24783,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Solar Ray,24784,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Ninjitsu Art of Transformation,24785,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Beckoning Light,24786,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Draining Shield,24787,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Armor Break,24788,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mazera DeVille,24789,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Gigobyte,24790,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Mokey Mokey,24791,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Kozaky,24792,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Fiend Scorpion,24793,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Pharaoh's Servant,24794,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Pharaonic Protector,24795,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Spirit of the Pharaoh,24796,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Theban Nightmare,24797,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Aswan Apparition,24798,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Protector of the Sanctuary,24799,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Nubian Guard,24800,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Legacy Hunter,24801,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Desertapir,24802,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Sand Gambler,24803,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
3-Hump Lacooda,24804,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Absorbing Kid from the Sky,24806,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Elephant Statue of Blessing,24807,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Elephant Statue of Disaster,24808,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Spirit Caller,24809,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Emissary of the Afterlife,24810,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Double Coston,24812,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Regenerating Mummy,24813,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Night Assailant,24814,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Man-Thro' Tro',24815,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Emissary of the Oasis,24817,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Special Hurricane,24818,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Sword of the Soul-Eater,24820,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dust Barrier,24821,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Soul Reversal,24822,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Spell Economics,24823,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Blessings of the Nile,24824,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
7,24825,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Level Limit - Area B,24826,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Enchanting Fitting Room,24827,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Law of the Normal,24828,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dark Magic Attack,24829,DR2,Dark Revelation Volume 2,Ultra Rare,Yu-Gi-Oh
Delta Attacker,24830,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Thousand Energy,24831,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Triangle Power,24832,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Third Sarcophagus,24833,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The Second Sarcophagus,24834,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
The First Sarcophagus,24835,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Dora of Fate,24836,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Judgment of the Desert,24837,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Human-Wave Tactics,24838,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Curse of Anubis,24839,DR2,Dark Revelation Volume 2,Super Rare,Yu-Gi-Oh
Desert Sunlight,24840,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Des Counterblow,24841,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Labyrinth of Nightmare,24842,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Soul Resurrection,24843,DR2,Dark Revelation Volume 2,Rare,Yu-Gi-Oh
Order to Smash,24844,DR2,Dark Revelation Volume 2,Common,Yu-Gi-Oh
Dark Revelation 2 - Booster Pack [Unlimited Edition],216732,DR2,Dark Revelation Volume 2,"",Yu-Gi-Oh
Dark Revelation 2 - Blister Pack,216733,DR2,Dark Revelation Volume 2,"",Yu-Gi-Oh
Guardian Sphinx,24616,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Breaker the Magical Warrior,24617,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Exodia Necross,24618,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Black Luster Soldier - Envoy of the Beginning,24619,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Blowback Dragon,24620,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Theinen the Great Sphinx,24621,MC2,Master Collection Volume 2,Secret Rare,Yu-Gi-Oh
Master Collection Volume 2 Binder,173431,MC2,Master Collection Volume 2,"",Yu-Gi-Oh
Dark Hole,243662,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Super Rare,Yu-Gi-Oh
Tri-Horned Dragon (LOB-EN000),454969,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Secret Rare,Yu-Gi-Oh
Blue-Eyes White Dragon,476160,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Ultra Rare,Yu-Gi-Oh
Hitotsu-Me Giant,476161,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Skull Servant,476168,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dark Magician,476169,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Ultra Rare,Yu-Gi-Oh
Gaia The Fierce Knight,476171,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Ultra Rare,Yu-Gi-Oh
Celtic Guardian,476173,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Super Rare,Yu-Gi-Oh
Basic Insect,476174,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Mammoth Graveyard,476176,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Silver Fang,476177,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dark Gray,476179,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Trial of Nightmare,476180,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Nemuriko,476181,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
The 13th Grave,476184,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Charubin the Fire Knight,476186,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Flame Manipulator,476189,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Monster Egg,476190,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Firegrass,476191,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Darkfire Dragon,476192,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Dark King of the Abyss,476193,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Fiend Reflection #2,476194,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Fusionist,476195,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Soitsu,24476,CRV,Cybernetic Revolution,Common,Yu-Gi-Oh
Petit Dragon,476197,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Petit Angel,476200,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Hinotama Soul,476202,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Kagemusha of the Blue Flame,476204,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Flame Ghost,476205,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Two-Mouth Darkruler,476206,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dissolverock,476207,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Root Water,476208,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
The Furious Sea King,476209,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Green Phantom King,476210,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Ray & Temperature,476211,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
King Fog,476212,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Mystical Sheep #2,476213,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Masaki the Legendary Swordsman,476214,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Kurama,476215,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Legendary Sword,476216,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Beast Fangs,476217,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Violet Crystal,476218,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Book of Secret Arts,476219,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Power of Kaishin,476220,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Dragon Capture Jar,476221,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
Forest,476223,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Wasteland,476224,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Mountain,476225,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Sogen,476226,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Umi,476227,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Yami,476228,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Red Medicine,476239,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Sparks,476242,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Hinotama,476244,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Common,Yu-Gi-Oh
Fissure,476246,LOB-EN,Legend of Blue Eyes White Dragon (Worldwide English),Rare,Yu-Gi-Oh
